SYMBOL,SECTOR
IOLCP,Healthcare
IONEXCHANG,Industrials
IPCALAB,Healthcare
IPL,Basic Materials
IRB,Industrials
IRCON,Industrials
IRCTC,Consumer Cyclical
IREDA,Financial Services
IRFC,Financial Services
IRIS,Technology
IRISDOREME,Consumer Cyclical
IRMENERGY,Utilities
ISFT,Consumer Cyclical
ISGEC,Industrials
ISHANCH,Basic Materials
ITC,Consumer Defensive
ITCHOTELS,Consumer Cyclical
ITDC,Consumer Cyclical
ITI,Technology
IVALUE,Technology
IVC,Financial Services
IVP,Basic Materials
IWP,Unknown
IXIGO,Consumer Cyclical
IZMO,Technology
J&KBANK,Financial Services
JAGRAN,Communication Services
JAGSNPHARM,Healthcare
JAIBALAJI,Basic Materials
JAICORPLTD,Basic Materials
JAINREC,Basic Materials
JAIPURKURT,Consumer Cyclical
JAMNAAUTO,Consumer Cyclical
JARO,Consumer Defensive
JASH,Industrials
JAYAGROGN,Basic Materials
JAYBARMARU,Consumer Cyclical
JAYKAY,Industrials
JAYNECOIND,Basic Materials
JAYSREETEA,Consumer Defensive
JBCHEPHARM,Healthcare
JBMA,Consumer Cyclical
JETFREIGHT,Industrials
JGCHEM,Basic Materials
JHS,Consumer Defensive
JINDALPHOT,Financial Services
JINDALPOLY,Consumer Cyclical
JINDALSAW,Basic Materials
JINDALSTEL,Basic Materials
JINDRILL,Energy
JINDWORLD,Consumer Cyclical
JIOFIN,Financial Services
JISLDVREQS,Industrials
JISLJALEQS,Industrials
JITFINFRA,Industrials
JKCEMENT,Basic Materials
JKIL,Industrials
JKIPL,Industrials
JKLAKSHMI,Basic Materials
JKPAPER,Basic Materials
JKTYRE,Consumer Cyclical
JLHL,Healthcare
JMA,Consumer Cyclical
JMFINANCIL,Financial Services
JNKINDIA,Industrials
JOCIL,Basic Materials
JPOLYINVST,Financial Services
JPPOWER,Utilities
JSFB,Financial Services
JSL,Basic Materials
JSLL,Healthcare
JSWCEMENT,Basic Materials
JSWDULUX,Unknown
JSWENERGY,Utilities
JSWHL,Industrials
JSWINFRA,Industrials
JSWSTEEL,Basic Materials
JTEKTINDIA,Consumer Cyclical
JTLIND,Basic Materials
JUBLCPL,Basic Materials
JUBLFOOD,Consumer Cyclical
JUBLINGREA,Basic Materials
JUBLPHARMA,Healthcare
JUNIPER,Consumer Cyclical
JUSTDIAL,Communication Services
JWL,Industrials
JYOTHYLAB,Consumer Defensive
JYOTICNC,Industrials
JYOTISTRUC,Industrials
KABRAEXTRU,Industrials
KAJARIACER,Industrials
KAKATCEM,Basic Materials
KALAMANDIR,Consumer Cyclical
KALPATARU,Real Estate
KALYANI,Consumer Cyclical
KALYANIFRG,Consumer Cyclical
KALYANKJIL,Consumer Cyclical
KAMAHOLD,Unknown
KAMATHOTEL,Consumer Cyclical
KAMDHENU,Basic Materials
KAMOPAINTS,Basic Materials
KANANIIND,Consumer Cyclical
KANCHI,Unknown
KANORICHEM,Basic Materials
KANPRPLA,Consumer Cyclical
KANSAINER,Basic Materials
KAPSTON,Industrials
KARMAENG,Utilities
KARURVYSYA,Financial Services
KAUSHALYA,Industrials
KAVDEFENCE,Technology
KAYA,Consumer Defensive
KAYNES,Technology
KCP,Basic Materials
KCPSUGIND,Consumer Defensive
KDDL,Consumer Cyclical
KEC,Industrials
KECL,Industrials
KEEPLEARN,Consumer Defensive
KEI,Industrials
KELLTONTEC,Technology
KENNAMET,Industrials
KERNEX,Technology
KESORAMIND,Basic Materials
KEYFINSERV,Financial Services
KFINTECH,Technology
KHADIM,Consumer Cyclical
KHAICHEM,Basic Materials
KHAITANLTD,Industrials
KHANDSE,Financial Services
KICL,Financial Services
KILITCH,Healthcare
KIMS,Healthcare
KINGFA,Basic Materials
KIOCL,Basic Materials
KIRANVYPAR,Unknown
KIRIINDUS,Basic Materials
KIRLFER,Industrials
KIRLOSBROS,Industrials
KIRLOSENG,Industrials
KIRLOSIND,Industrials
KIRLPNU,Industrials
KITEX,Consumer Cyclical
KKCL,Consumer Cyclical
KLBRENG-B,Unknown
KMEW,Industrials
KMSUGAR,Consumer Defensive
KNAGRI,Consumer Defensive
KNRCON,Industrials
KOHINOOR,Consumer Defensive
KOKUYOCMLN,Industrials
KOLTEPATIL,Real Estate
KOPRAN,Healthcare
KOTAKBANK,Financial Services
KOTARISUG,Consumer Defensive
KOTHARIPET,Basic Materials
KOTHARIPRO,Industrials
KOTIC,Unknown
KOTYARK,Basic Materials
KOVAI,Healthcare
KPEL,Industrials
KPIGREEN,Utilities
KPIL,Industrials
KPITTECH,Technology
KPL,Unknown
KPRMILL,Consumer Cyclical
KRBL,Consumer Defensive
KREBSBIO,Healthcare
KRIDHANINF,Basic Materials
KRISHANA,Basic Materials
KRISHIVAL,Consumer Defensive
KRISHNADEF,Industrials
KRITI,Industrials
KRITIKA,Basic Materials
KRITINUT,Consumer Defensive
KRN,Technology
KRONOX,Basic Materials
KROSS,Consumer Cyclical
KRSNAA,Healthcare
KRYSTAL,Industrials
KSB,Industrials
KSCL,Basic Materials
KSHINTL,Industrials
KSHITIJPOL,Industrials
KSL,Basic Materials
KSOLVES,Technology
KSR,Consumer Cyclical
KTKBANK,Financial Services
KUANTUM,Basic Materials
KWIL,Consumer Defensive
LAGNAM,Consumer Cyclical
LAHOTIOV,Unknown
LAKPRE,Industrials
LAL,Consumer Cyclical
LALPATHLAB,Healthcare
LAMBODHARA,Consumer Cyclical
LANCORHOL,Real Estate
LANDMARK,Consumer Cyclical
LANDSMILL,Industrials
LAOPALA,Consumer Cyclical
LASA,Healthcare
LATENTVIEW,Industrials
LATTEYS,Industrials
LAURUSLABS,Healthcare
LAXMICOT,Consumer Cyclical
LAXMIDENTL,Healthcare
LAXMIINDIA,Financial Services
LCCINFOTEC,Consumer Defensive
LEMERITE,Consumer Cyclical
LEMONTREE,Consumer Cyclical
LENSKART,Healthcare
LEXUS,Industrials
LFIC,Financial Services
LGBBROSLTD,Consumer Cyclical
LGEINDIA,Technology
LGHL,Consumer Cyclical
LIBAS,Consumer Cyclical
LIBERTSHOE,Consumer Cyclical
LICHSGFIN,Financial Services
LICI,Financial Services
LIKHITHA,Energy
LINC,Industrials
LINCOLN,Healthcare
LINDEINDIA,Basic Materials
LLOYDSENGG,Industrials
LLOYDSENT,Basic Materials
LLOYDSME,Basic Materials
LMW,Industrials
LODHA,Real Estate
LOKESHMACH,Industrials
LORDSCHLO,Basic Materials
LOTUSDEV,Industrials
LOTUSEYE,Healthcare
LOVABLE,Consumer Cyclical
LOYALTEX,Consumer Cyclical
LPDC,Real Estate
LT,Industrials
LTF,Financial Services
LTFOODS,Consumer Defensive
LTM,Technology
LTTS,Technology
LUMAXIND,Consumer Cyclical
LUMAXTECH,Consumer Cyclical
LUPIN,Healthcare
LUXIND,Consumer Cyclical
LXCHEM,Basic Materials
LYKALABS,Healthcare
LYPSAGEMS,Consumer Cyclical
M&M,Consumer Cyclical
M&MFIN,Financial Services
MAANALU,Basic Materials
MACPOWER,Industrials
MADHAV,Industrials
MADHAVIPL,Unknown
MADHUCON,Industrials
MADRASFERT,Basic Materials
MAFATIND,Unknown
MAGADSUGAR,Consumer Defensive
MAGNUM,Basic Materials
MAHABANK,Financial Services
MAHAPEXLTD,Financial Services
MAHASTEEL,Basic Materials
MAHEPC,Industrials
MAHESHWARI,Industrials
MAHLIFE,Real Estate
MAHLOG,Industrials
MAHSCOOTER,Financial Services
MAHSEAMLES,Basic Materials
MAITHANALL,Basic Materials
MAJESAUT,Real Estate
MALLCOM,Industrials
MALUPAPER,Basic Materials
MAMATA,Industrials
MANAKALUCO,Basic Materials
MANAKCOAT,Industrials
MANAKSIA,Industrials
MANAKSTEEL,Basic Materials
MANALIPETC,Basic Materials
MANAPPURAM,Financial Services
MANBA,Financial Services
MANCREDIT,Financial Services
MANGALAM,Healthcare
MANGLMCEM,Basic Materials
MANINDS,Basic Materials
MANINFRA,Industrials
MANKIND,Healthcare
MANOMAY,Consumer Cyclical
MANORAMA,Consumer Defensive
MANORG,Basic Materials
MANUGRAPH,Industrials
MANYAVAR,Consumer Cyclical
MAPMYINDIA,Technology
MARALOVER,Consumer Cyclical
MARATHON,Real Estate
MARICO,Consumer Defensive
MARINE,Industrials
MARKOLINES,Industrials
MARKSANS,Healthcare
MARSONS,Industrials
MARUTI,Consumer Cyclical
MASFIN,Financial Services
MASKINVEST,Financial Services
MASTEK,Technology
MASTERTR,Financial Services
MATRIMONY,Communication Services
MAWANASUG,Consumer Defensive
MAXESTATES,Real Estate
MAXHEALTH,Healthcare
MAXIND,Healthcare
MAYURUNIQ,Consumer Cyclical
MAZDA,Industrials
MAZDOCK,Industrials
MBAPL,Basic Materials
MBEL,Industrials
MBLINFRA,Industrials
MCCHRLS-B,Unknown
MCL,Basic Materials
MCLEODRUSS,Consumer Defensive
MCLOUD,Technology
MCX,Financial Services
MEDANTA,Healthcare
MEDIASSIST,Healthcare
MEDICAMEQ,Healthcare
MEDICO,Healthcare
MEDPLUS,Healthcare
MEESHO,Consumer Cyclical
MEGASTAR,Consumer Defensive
MEIL,Industrials
MENNPIS,Unknown
MENONBE,Consumer Cyclical
MEP,Industrials
MERCANTILE,Unknown
METROBRAND,Consumer Cyclical
METROGLOBL,Industrials
METROPOLIS,Healthcare
MFML,Consumer Cyclical
MFSL,Financial Services
MGEL,Consumer Defensive
MGL,Utilities
MHLXMIRU,Consumer Cyclical
MHRIL,Consumer Cyclical
MICEL,Technology
MIDHANI,Basic Materials
MIDWESTLTD,Basic Materials
MINDACORP,Consumer Cyclical
MINDTECK,Technology
MIRCELECTR,Consumer Cyclical
MIRZAINT,Consumer Cyclical
MITCON,Industrials
MITTAL,Consumer Cyclical
MKPL,Consumer Defensive
MMFL,Industrials
MMP,Basic Materials
MMTC,Industrials
MMWL,Communication Services
MOBIKWIK,Technology
MODINATUR,Consumer Defensive
MODIRUBBER,Real Estate
MODIS,Real Estate
MODISONLTD,Industrials
MODTHREAD,Consumer Cyclical
MOHITIND,Consumer Cyclical
MOIL,Basic Materials
MOKSH,Consumer Cyclical
MOL,Basic Materials
MOLDTECH,Industrials
MOLDTKPAC,Consumer Cyclical
MONARCH,Financial Services
MONEYBOXX,Financial Services
MONTECARLO,Consumer Cyclical
MORARJEE,Consumer Cyclical
MOREPENLAB,Healthcare
MOSCHIP,Technology
MOTHERSON,Consumer Cyclical
MOTILALOFS,Financial Services
MOTISONS,Consumer Cyclical
MOTOGENFIN,Real Estate
MPHASIS,Technology
MPSLTD,Communication Services
MRF,Consumer Cyclical
MRPL,Energy
MSPL,Basic Materials
MSTCLTD,Industrials
MSUMI,Consumer Cyclical
MTARTECH,Industrials
MTEDUCARE,Consumer Defensive
MTNL,Communication Services
MUFIN,Financial Services
MUFTI,Consumer Cyclical
MUKANDLTD,Basic Materials
MUKKA,Consumer Defensive
MUKTAARTS,Communication Services
MUNJALAU,Consumer Cyclical
MUNJALSHOW,Consumer Cyclical
MURUDCERA,Industrials
MUTHOOTCAP,Financial Services
MUTHOOTFIN,Financial Services
MUTHOOTMF,Financial Services
MVGJL,Consumer Cyclical
MWL,Basic Materials
NACLIND,Basic Materials
NAGAFERT,Basic Materials
NAGREEKCAP,Financial Services
NAGREEKEXP,Consumer Cyclical
NAHARCAP,Financial Services
NAHARINDUS,Consumer Cyclical
NAHARPOLY,Consumer Cyclical
NAHARSPING,Consumer Cyclical
NAM-INDIA,Financial Services
NARMADA,Basic Materials
NATCAPSUQ,Healthcare
NATCOPHARM,Healthcare
NATHBIOGEN,Basic Materials
NATIONALUM,Basic Materials
NATIONSTD,Unknown
NAUKRI,Communication Services
NAVA,Industrials
NAVINFLUOR,Basic Materials
NAVKARCORP,Industrials
NAVKARURB,Basic Materials
NAVNETEDUL,Communication Services
NAZARA,Communication Services
NBCC,Industrials
NBIFIN,Financial Services
NCC,Industrials
NCLIND,Basic Materials
NDGL,Financial Services
NDL,Consumer Cyclical
NDLVENTURE,Communication Services
NDRAUTO,Consumer Cyclical
NDTV,Communication Services
NEAGI,Unknown
NECCLTD,Industrials
NECLIFE,Healthcare
NELCAST,Industrials
NELCO,Technology
NEOGEN,Basic Materials
NEPHROPLUS,Healthcare
NESCO,Industrials
NESTLEIND,Consumer Defensive
NETWEB,Technology
NETWORK18,Communication Services
NEUEON,Basic Materials
NEULANDLAB,Healthcare
NEWGEN,Technology
NEXTMEDIA,Communication Services
NFL,Basic Materials
NGIL,Consumer Defensive
NGLFINE,Healthcare
NH,Healthcare
NHPC,Utilities
NIACL,Financial Services
NIBE,Industrials
NIBL,Industrials
NIITLTD,Consumer Defensive
NIITMTS,Consumer Defensive
NILAINFRA,Real Estate
NILASPACES,Real Estate
NILE,Unknown
NILKAMAL,Consumer Cyclical
NIMBSPROJ,Unknown
NINSYS,Technology
NIPPOBATRY,Industrials
NIRAJ,Industrials
NIRAJISPAT,Consumer Cyclical
NIRLON,Real Estate
NITCO,Industrials
NITINSPIN,Consumer Cyclical
NITIRAJ,Technology
NITTAGELA,Basic Materials
NIVABUPA,Financial Services
NKIND,Consumer Defensive
NLCINDIA,Utilities
NMDC,Basic Materials
NOCIL,Basic Materials
NOIDATOLL,Industrials
NORBTEAEXP,Consumer Defensive
NORTHARC,Financial Services
NOVAAGRI,Basic Materials
NOVARTIND,Healthcare
NPST,Technology
NRAIL,Basic Materials
NRBBEARING,Consumer Cyclical
NRL,Industrials
NSIL,Financial Services
NSLNISP,Basic Materials
NTPC,Utilities
NTPCGREEN,Utilities
NUCLEUS,Technology
NURECA,Healthcare
NUVAMA,Financial Services
NUVOCO,Basic Materials
NYKAA,Consumer Cyclical
OAL,Basic Materials
OBCL,Industrials
OBEROIRLTY,Real Estate
OCCLLTD,Basic Materials
ODIGMA,Communication Services
OFSS,Technology
OIL,Energy
OILCOUNTUB,Energy
OLAELEC,Consumer Cyclical
OLECTRA,Industrials
OMAXAUTO,Consumer Cyclical
OMAXE,Real Estate
OMFREIGHT,Industrials
OMINFRAL,Industrials
OMKARCHEM,Basic Materials
OMNI,Industrials
OMPOWER,Industrials
ONELIFECAP,Financial Services
ONEPOINT,Industrials
ONESOURCE,Healthcare
ONGC,Energy
ONMOBILE,Communication Services
ONWARDTEC,Technology
OPTIEMUS,Technology
ORBTEXP,Consumer Cyclical
ORCHASP,Technology
ORCHPHARMA,Healthcare
ORICONENT,Consumer Cyclical
ORIENTALTL,Industrials
ORIENTBELL,Industrials
ORIENTCEM,Basic Materials
ORIENTCER,Basic Materials
ORIENTELEC,Consumer Cyclical
ORIENTHOT,Consumer Cyclical
ORIENTLTD,Consumer Cyclical
ORIENTPPR,Basic Materials
ORIENTTECH,Technology
ORISSAMINE,Basic Materials
ORKLAINDIA,Consumer Defensive
ORTEL,Communication Services
ORTINGLOBE,Healthcare
OSIAHYPER,Consumer Cyclical
OSWALAGRO,Real Estate
OSWALGREEN,Financial Services
OSWALPUMPS,Industrials
OSWALSEEDS,Basic Materials
PACEDIGITK,Technology
PAGEIND,Consumer Cyclical
PAISALO,Financial Services
PAKKA,Basic Materials
PALASHSECU,Consumer Defensive
PALREDTEC,Technology
PANACEABIO,Healthcare
PANACHE,Technology
PANAMAPET,Energy
PANSARI,Real Estate
PAR,Healthcare
PARACABLES,Technology
PARADEEP,Basic Materials
PARAGMILK,Consumer Defensive
PARAS,Industrials
PARASPETRO,Consumer Cyclical
PARKHOSPS,Healthcare
PARKHOTELS,Consumer Cyclical
PARSVNATH,Real Estate
PASHUPATI,Consumer Cyclical
PASUPTAC,Consumer Cyclical
PATANJALI,Consumer Defensive
PATELENG,Industrials
PATELRMART,Consumer Cyclical
PATINTLOG,Industrials
PAUSHAKLTD,Basic Materials
PAVNAIND,Consumer Cyclical
PAYTM,Technology
PCBL,Basic Materials
PCJEWELLER,Consumer Cyclical
PDMJEPAPER,Basic Materials
PDSL,Industrials
PEARLPOLY,Consumer Cyclical
PENIND,Industrials
PENINLAND,Real Estate
PERSISTENT,Technology
PETRONET,Energy
PFC,Financial Services
PFIZER,Healthcare
PFOCUS,Communication Services
PFS,Financial Services
PGEL,Technology
PGHH,Consumer Defensive
PGHL,Healthcare
PGIL,Consumer Cyclical
PHOENIXLTD,Real Estate
PICCADIL,Consumer Defensive
PIDILITIND,Basic Materials
PIGL,Industrials
PIIND,Basic Materials
PILANIINVS,Financial Services
PILITA,Consumer Cyclical
PINELABS,Technology
PIONEEREMB,Consumer Cyclical
PIONRINV,Unknown
PIRAMALFIN,Financial Services
PITTIENG,Industrials
PIXTRANS,Industrials
PKTEA,Consumer Defensive
PLASTIBLEN,Basic Materials
PLATIND,Basic Materials
PLAZACABLE,Industrials
PML,Unknown
PNB,Financial Services
PNBGILTS,Financial Services
PNBHOUSING,Financial Services
PNC,Communication Services
PNCINFRA,Industrials
PNGJL,Consumer Cyclical
PNGSREVA,Consumer Cyclical
POCL,Basic Materials
PODDARMENT,Basic Materials
POKARNA,Industrials
POLICYBZR,Financial Services
POLYCAB,Industrials
POLYMED,Healthcare
POLYPLEX,Basic Materials
PONNIERODE,Consumer Defensive
POONAWALLA,Financial Services
POWERGRID,Utilities
POWERICA,Industrials
POWERINDIA,Industrials
POWERMECH,Industrials
PPAP,Consumer Cyclical
PPL,Industrials
PPLPHARMA,Healthcare
PRABHA,Energy
PRADPME,Unknown
PRAENG,Real Estate
PRAJIND,Industrials
PRAKASH,Basic Materials
PRAKASHSTL,Basic Materials
PRAVEG,Unknown
PRAXIS,Consumer Cyclical
PRECAM,Consumer Cyclical
PRECOT,Consumer Cyclical
PRECWIRE,Industrials
PREMCO,Unknown
PREMEXPLN,Basic Materials
PREMIER,Industrials
PREMIERENE,Technology
PREMIERPOL,Basic Materials
PRESTIGE,Real Estate
PRICOLLTD,Consumer Cyclical
PRIMESECU,Financial Services
PRIMO,Basic Materials
PRINCEPIPE,Industrials
PRITI,Consumer Cyclical
PRITIKAUTO,Industrials
PRIVISCL,Basic Materials
PROSTARM,Industrials
PROTEAN,Technology
PROZONER,Real Estate
PRSMJOHNSN,Basic Materials
PRUDENT,Financial Services
PRUDMOULI,Consumer Defensive
PSB,Financial Services
PSPPROJECT,Industrials
PTC,Utilities
PTCIL,Industrials
PTL,Real Estate
PUNJABCHEM,Basic Materials
PURVA,Real Estate
PVP,Industrials
PVRINOX,Communication Services
PVSL,Consumer Cyclical
PWL,Consumer Defensive
PYRAMID,Consumer Cyclical
QPOWER,Industrials
QUADFUTURE,Industrials
QUESS,Industrials
QUICKHEAL,Technology
QUINT,Unknown
QUINTEGRA,Technology
RACE,Industrials
RACLGEAR,Consumer Cyclical
RADAAN,Communication Services
RADHIKAJWE,Consumer Cyclical
RADIANTCMS,Industrials
RADICO,Consumer Defensive
RADIOCITY,Communication Services
RAILTEL,Communication Services
RAIN,Basic Materials
RAINBOW,Healthcare
RAJESHEXPO,Consumer Cyclical
RAJMET,Basic Materials
RAJOOENG,Industrials
RAJPALAYAM,Unknown
RAJRATAN,Basic Materials
RAJRILTD,Consumer Cyclical
RAJSREESUG,Consumer Defensive
RAJTV,Communication Services
RAJVIR,Consumer Cyclical
RALLIS,Basic Materials
RAMANEWS,Consumer Defensive
RAMAPHO,Basic Materials
RAMASTEEL,Basic Materials
RAMCOCEM,Basic Materials
RAMCOIND,Industrials
RAMCOSYS,Technology
RAMKY,Industrials
RAMRAT,Industrials
RANASUG,Consumer Defensive
RANEHOLDIN,Consumer Cyclical
RATEGAIN,Technology
RATNAMANI,Basic Materials
RATNAVEER,Basic Materials
RAYMOND,Industrials
RAYMONDLSL,Consumer Cyclical
RAYMONDREL,Real Estate
RBA,Consumer Cyclical
RBLBANK,Financial Services
RBZJEWEL,Consumer Cyclical
RCF,Basic Materials
RCOM,Communication Services
RECLTD,Financial Services
REDINGTON,Technology
REDTAPE,Consumer Cyclical
REFEX,Energy
REGAAL,Consumer Defensive
REGENCERAM,Industrials
RELAXO,Consumer Cyclical
RELCHEMQ,Consumer Cyclical
RELIABLE,Technology
RELIANCE,Energy
RELIGARE,Financial Services
RELINFRA,Utilities
RELTD,Technology
REMSONSIND,Consumer Cyclical
RENUKA,Consumer Defensive
REPCOHOME,Financial Services
REPL,Industrials
REPRO,Industrials
RESPONIND,Basic Materials
RETAIL,Consumer Defensive
RGL,Consumer Cyclical
RHETAN,Basic Materials
RHFL,Financial Services
RHIM,Industrials
RHL,Consumer Cyclical
RICOAUTO,Consumer Cyclical
RIIL,Industrials
RISHABH,Technology
RITCO,Industrials
RITES,Industrials
RKDL,Consumer Defensive
RKEC,Industrials
RKFORGE,Industrials
RKSWAMY,Communication Services
RMC,Industrials
RMDRIP,Industrials
RML,Consumer Cyclical
RNBDENIMS,Consumer Cyclical
ROHLTD,Consumer Cyclical
ROLEXRINGS,Industrials
ROLLT,Real Estate
ROML,Consumer Defensive
ROSSARI,Basic Materials
ROSSELLIND,Industrials
ROSSTECH,Industrials
ROTO,Industrials
ROUTE,Communication Services
RPEL,Basic Materials
RPGLIFE,Healthcare
RPOWER,Utilities
RPPINFRA,Industrials
RPPL,Consumer Cyclical
RPSGVENT,Technology
RPTECH,Technology
RRIL,Unknown
RRKABEL,Industrials
RSDFIN,Unknown
RSL,Basic Materials
RSSOFTWARE,Technology
RSWM,Consumer Cyclical
RSYSTEMS,Technology
RTNINDIA,Consumer Cyclical
RTNPOWER,Utilities
RUBFILA,Basic Materials
RUBICON,Healthcare
RUBYMILLS,Consumer Cyclical
RUCHINFRA,Industrials
RUCHIRA,Basic Materials
RUDRA,Basic Materials
RUPA,Consumer Cyclical
RUSHIL,Consumer Cyclical
RUSTOMJEE,Real Estate
RVHL,Real Estate
RVNL,Industrials
RVTH,Industrials
S&SPOWER,Industrials
SAATVIKGL,Technology
SABEVENTS,Communication Services
SADBHAV,Industrials
SADBHIN,Industrials
SADHNANIQ,Basic Materials
SAFARI,Consumer Cyclical
SAGARDEEP,Basic Materials
SAGCEM,Basic Materials
SAGILITY,Healthcare
SAHLIBHFI,Financial Services
SAHYADRI,Industrials
SAIL,Basic Materials
SAILIFE,Healthcare
SAIPARENT,Healthcare
SAKAR,Healthcare
SAKHTISUG,Consumer Defensive
SAKSOFT,Technology
SAKUMA,Consumer Defensive
SALASAR,Basic Materials
SALONA,Consumer Cyclical
SALSTEEL,Basic Materials
SALZERELEC,Industrials
SAMBHAAV,Communication Services
SAMBHV,Basic Materials
SAMHI,Consumer Cyclical
SAMMAANCAP,Financial Services
SAMPANN,Basic Materials
SANATHAN,Consumer Cyclical
SANCO,Industrials
SANDESH,Communication Services
SANDHAR,Consumer Cyclical
SANDUMA,Basic Materials
SANGAMIND,Consumer Cyclical
SANGHVIMOV,Industrials
SANGINITA,Basic Materials
SANOFI,Healthcare
SANOFICONR,Healthcare
SANSERA,Consumer Cyclical
SANSTAR,Basic Materials
SANWARIA,Consumer Defensive
SAPPHIRE,Consumer Cyclical
SAPPL,Unknown
SARDAEN,Basic Materials
SAREGAMA,Communication Services
SARLAPOLY,Consumer Cyclical
SARVESHWAR,Consumer Defensive
SASKEN,Technology
SASTASUNDR,Healthcare
SATIA,Basic Materials
SATIN,Financial Services
SAURASHCEM,Basic Materials
SAYAJIHOTL,Consumer Cyclical
SBC,Industrials
SBCL,Industrials
SBFC,Financial Services
SBGLP,Real Estate
SBICARD,Financial Services
SBILIFE,Financial Services
SBIN,Financial Services
SCANSTL,Unknown
SCHAEFFLER,Consumer Cyclical
SCHAND,Communication Services
SCHNEIDER,Industrials
SCI,Industrials
SCILAL,Real Estate
SCODATUBES,Basic Materials
SCPL,Consumer Defensive
SDBL,Consumer Defensive
SEAMECLTD,Industrials
SECMARK,Industrials
SECURKLOUD,Technology
SEDEMAC,Consumer Cyclical
SEIL,Unknown
SEJALLTD,Industrials
SELMC,Consumer Cyclical
SEMAC,Industrials
SENCO,Consumer Cyclical
SENORES,Healthcare
SEPC,Industrials
SERVOTECH,Industrials
SESHAPAPER,Basic Materials
SETCO,Consumer Cyclical
SETL,Industrials
SEYAIND,Basic Materials
SFL,Consumer Cyclical
SGFIN,Financial Services
SGIL,Industrials
SGL,Consumer Cyclical
SGMART,Industrials
SHADOWFAX,Industrials
SHAH,Basic Materials
SHAHALLOYS,Basic Materials
SHAILY,Basic Materials
SHAKTIPUMP,Industrials
SHALBY,Healthcare
SHALPAINTS,Basic Materials
SHANKARA,Consumer Cyclical
SHANTI,Consumer Defensive
SHANTIGEAR,Industrials
SHANTIGOLD,Consumer Cyclical
SHARDACROP,Basic Materials
SHARDAMOTR,Consumer Cyclical
SHARDUL,Financial Services
SHAREINDIA,Financial Services
SHBAJRG,Unknown
SHEKHAWATI,Consumer Cyclical
SHEMAROO,Communication Services
SHILCTECH,Industrials
SHILPAMED,Healthcare
SHINDL,Unknown
SHIVALIK,Basic Materials
SHIVAMAUTO,Consumer Cyclical
SHIVAMILLS,Consumer Cyclical
SHIVATEX,Consumer Cyclical
SHIVAUM,Basic Materials
SHK,Basic Materials
SHOPERSTOP,Consumer Cyclical
SHRADHA,Real Estate
SHREDIGCEM,Basic Materials
SHREECEM,Basic Materials
SHREEJISPG,Industrials
SHREEPUSHK,Basic Materials
SHREERAMA,Consumer Cyclical
SHRENIK,Basic Materials
SHREYANIND,Basic Materials
SHRIKRISH,Unknown
SHRINGARMS,Consumer Cyclical
SHRIPISTON,Consumer Cyclical
SHRIRAMFIN,Financial Services
SHRIRAMPPS,Real Estate
SHYAMCENT,Basic Materials
SHYAMMETL,Basic Materials
SHYAMTEL,Technology
SICAGEN,Basic Materials
SICALLOG,Industrials
SIEMENS,Industrials
SIGACHI,Healthcare
SIGIND,Industrials
SIGMA,Technology
SIGMAADV,Industrials
SIGNATURE,Real Estate
SIGNPOST,Communication Services
SIKA,Unknown
SIKKO,Basic Materials
SIL,Consumer Cyclical
SILGO,Consumer Cyclical
SILINV,Financial Services
SILLYMONKS,Communication Services
SILVERTUC,Technology
SIMPLEXINF,Industrials
SINCLAIR,Consumer Cyclical
SINDHUTRAD,Industrials
SINGERIND,Unknown
SINTERCOM,Consumer Cyclical
SIRCA,Basic Materials
SIS,Industrials
SITINET,Communication Services
SIYSIL,Consumer Cyclical
SJS,Consumer Cyclical
SJVN,Utilities
SKFINDIA,Industrials
SKFINDUS,Industrials
SKIL,Industrials
SKIPPER,Industrials
SKMEGGPROD,Consumer Defensive
SKYGOLD,Consumer Cyclical
SMARTLINK,Technology
SMARTWORKS,Real Estate
SMCGLOBAL,Financial Services
SMLMAH,Consumer Cyclical
SMLT,Industrials
SMSPHARMA,Healthcare
SNOWMAN,Industrials
SOBHA,Real Estate
SOFTTECH,Technology
SOLARA,Healthcare
SOLARINDS,Basic Materials
SOLARWORLD,Technology
SOLEX,Technology
SOMANYCERA,Industrials
SOMATEX,Consumer Cyclical
SOMICONVEY,Industrials
SONACOMS,Consumer Cyclical
SONAL,Unknown
SONAMLTD,Consumer Cyclical
SONATSOFTW,Technology
SOTL,Basic Materials
SOUTHBANK,Financial Services
SOUTHWEST,Energy
SPAL,Consumer Cyclical
SPANDANA,Financial Services
SPARC,Healthcare
SPCENET,Financial Services
SPECIALITY,Consumer Cyclical
SPECTRUM,Industrials
SPENCERS,Consumer Cyclical
SPIC,Basic Materials
SPLIL,Consumer Cyclical
SPLPETRO,Basic Materials
SPMLINFRA,Industrials
SPORTKING,Consumer Cyclical
SRD,Basic Materials
SREEL,Consumer Cyclical
SRF,Industrials
SRGHFL,Financial Services
SRHHYPOLTD,Basic Materials
SRM,Industrials
SRPL,Consumer Defensive
SRTL,Consumer Cyclical
SSDL,Consumer Cyclical
SSWL,Consumer Cyclical
STALLION,Basic Materials
STANLEY,Consumer Cyclical
STAR,Healthcare
STARCEMENT,Basic Materials
STARHEALTH,Financial Services
STARPAPER,Basic Materials
STARTECK,Financial Services
STCINDIA,Industrials
